image_path,gabor_hist_0,gabor_hist_1,gabor_hist_2,gabor_hist_3,gabor_hist_4,gabor_hist_5,gabor_hist_6,gabor_hist_7,gabor_hist_8,gabor_hist_9,gabor_hist_10,gabor_hist_11,gabor_hist_12,gabor_hist_13,gabor_hist_14,gabor_hist_15,gabor_hist_16,gabor_hist_17,gabor_hist_18,gabor_hist_19,gabor_hist_20,gabor_hist_21,gabor_hist_22,gabor_hist_23,gabor_hist_24,gabor_hist_25,gabor_hist_26,gabor_hist_27,gabor_hist_28,gabor_hist_29,gabor_hist_30,gabor_hist_31,gabor_hist_32,gabor_hist_33,gabor_hist_34,gabor_hist_35,gabor_hist_36,gabor_hist_37,gabor_hist_38,gabor_hist_39,gabor_hist_40,gabor_hist_41,gabor_hist_42,gabor_hist_43,gabor_hist_44,gabor_hist_45,gabor_hist_46,gabor_hist_47,gabor_hist_48,gabor_hist_49,gabor_hist_50,gabor_hist_51,gabor_hist_52,gabor_hist_53,gabor_hist_54,gabor_hist_55,gabor_hist_56,gabor_hist_57,gabor_hist_58,gabor_hist_59,gabor_hist_60,gabor_hist_61,gabor_hist_62,gabor_hist_63
Datasets/wang/Images/train/class9/937.jpg,4,3,7,11,15,21,11,34,58,42,87,84,87,86,115,122,179,229,247,285,395,685,917,1174,1752,2439,3400,4865,9701,10995,10636,11069,9926,7803,6541,3931,2400,1854,1406,1082,772,574,457,347,260,200,146,136,105,98,88,63,50,60,42,48,48,30,26,11,14,15,11,5
Datasets/wang/Images/train/class9/919.jpg,3,0,2,2,3,5,2,11,14,11,13,18,23,28,17,49,53,92,97,130,154,195,261,385,505,696,990,1285,1716,2396,3181,4822,7662,11541,12338,12788,10429,7145,5204,3767,2610,1963,1446,1090,793,609,463,386,231,185,124,107,79,54,42,18,16,21,13,8,3,3,4,3
Datasets/wang/Images/train/class9/952.jpg,3,4,2,3,4,1,6,6,9,11,16,18,19,24,47,40,41,84,85,106,151,201,279,327,411,563,790,1085,1405,2167,3319,40949,6919,7403,7036,6189,5425,4221,2885,1838,1225,810,600,360,245,228,130,107,89,76,83,46,48,28,26,19,17,23,8,11,10,7,10,6
Datasets/wang/Images/train/class9/960.jpg,3,6,5,5,4,7,7,9,17,23,26,27,42,47,43,49,79,87,120,160,238,296,363,420,605,813,1104,1410,2238,3512,6636,11051,15556,16145,12214,9280,6417,2919,1719,1177,808,620,461,368,291,217,149,116,91,54,48,47,33,34,27,12,12,12,9,5,2,3,3,3
Datasets/wang/Images/train/class9/956.jpg,4,14,13,23,26,30,35,36,29,64,75,93,103,127,156,230,274,364,516,794,1183,1464,2154,3023,4462,8909,16306,14350,13797,10744,6224,3698,2498,1726,1300,951,625,438,308,229,198,90,72,63,64,53,43,41,38,24,30,31,27,22,23,15,20,11,21,4,4,6,5,4
Datasets/wang/Images/train/class9/958.jpg,4,12,13,27,29,26,45,60,69,73,95,95,147,166,187,223,284,322,371,413,540,734,908,1201,1647,2451,4255,10865,16762,16503,8020,6375,5346,5067,3573,2386,1861,1485,1117,850,626,491,395,312,259,221,203,168,153,141,124,109,90,82,75,58,39,39,32,28,20,21,6,5
Datasets/wang/Images/train/class9/930.jpg,3,4,1,4,3,4,7,6,4,8,14,17,28,27,38,65,116,161,171,239,349,505,678,930,1342,1916,2778,3893,5543,7421,9225,10425,10140,9197,8014,6589,5086,3692,2704,2019,1478,1010,659,488,392,264,189,121,99,65,52,30,16,15,13,11,5,6,4,5,2,4,2,8
Datasets/wang/Images/train/class9/905.jpg,11,11,13,13,19,47,63,77,125,184,235,342,410,613,750,1100,1623,2437,3328,5381,14010,11698,10370,9218,12497,8938,5378,2590,1803,1377,963,745,565,424,288,192,136,90,61,46,26,27,8,7,8,6,8,7,1,2,6,3,2,5,2,0,2,2,0,1,3,2,2,3
Datasets/wang/Images/train/class9/913.jpg,4,3,3,9,5,11,7,7,8,17,16,15,17,25,24,41,86,97,141,185,184,253,380,494,668,823,1062,1402,1882,2675,3372,4527,5802,7917,24600,29933,3145,2271,1572,1192,921,695,448,326,269,169,163,114,59,48,66,45,30,12,14,14,16,3,2,2,1,2,8,2
Datasets/wang/Images/train/class9/922.jpg,10,11,7,9,10,9,9,18,21,25,17,41,69,75,95,99,151,166,219,249,308,403,538,695,981,1405,1983,3359,5762,12959,12702,12918,12439,10247,6837,4533,2623,1692,1062,729,606,406,359,274,219,186,126,115,96,76,71,61,59,26,24,23,28,18,17,11,13,1,1,3
Datasets/wang/Images/train/class9/911.jpg,9,6,8,11,9,8,5,23,7,15,28,41,55,63,85,85,104,123,196,332,413,781,1288,2285,3828,5951,10188,16987,14429,12236,14651,7542,2589,1369,758,445,314,245,174,110,81,70,50,38,40,22,26,14,9,20,16,12,16,18,6,15,5,6,6,5,10,6,5,12
Datasets/wang/Images/train/class9/920.jpg,11,4,4,22,33,33,21,44,34,31,39,58,59,90,85,96,107,137,165,222,276,436,641,916,1425,2138,3363,5838,11784,15797,16096,13977,9293,5358,3059,1846,1189,784,569,382,336,231,251,188,147,121,90,92,80,42,58,35,42,26,15,10,7,16,8,9,12,3,8,15
Datasets/wang/Images/train/class9/953.jpg,4,2,0,5,6,7,2,4,2,8,13,16,28,38,42,61,116,147,248,407,716,1073,1734,2636,4486,13148,29138,15814,10681,7227,4197,2486,1259,830,502,326,238,179,109,82,60,41,40,21,33,21,15,7,7,6,2,4,3,2,2,3,3,4,1,2,2,3,2,3
Datasets/wang/Images/train/class9/929.jpg,6,3,5,13,14,26,26,31,45,76,81,107,133,148,212,257,375,435,661,919,1409,2087,3038,14346,23980,9579,8506,7414,6397,5429,3973,2507,1622,1175,799,590,451,306,232,191,141,130,89,67,56,39,36,36,18,14,17,13,10,7,4,7,2,1,4,1,3,2,0,3
Datasets/wang/Images/train/class9/926.jpg,3,2,0,5,5,2,7,11,21,40,45,49,58,64,82,106,146,177,196,238,346,473,627,725,1020,1333,1814,2422,3196,6111,8926,8765,9559,9600,9459,9910,8918,3728,2427,1721,1459,990,799,653,482,395,304,225,177,124,87,66,50,28,27,27,29,17,11,8,3,2,1,3
Datasets/wang/Images/train/class9/954.jpg,2,2,1,6,8,5,6,4,2,7,3,4,11,15,23,43,45,54,69,89,101,133,136,204,311,374,481,638,936,1247,1635,2051,3192,6309,24042,13043,10485,8275,6529,5590,3605,2145,1557,1127,803,636,463,419,301,248,189,164,115,96,81,66,48,38,30,20,15,7,13,7
Datasets/wang/Images/train/class9/961.jpg,3,9,10,12,15,32,29,49,53,81,80,127,131,131,161,186,215,300,389,477,551,697,822,1124,1588,3910,4357,3496,4350,4472,5272,5216,7623,14221,28732,2015,1463,1221,920,697,579,441,352,290,207,197,159,141,129,120,94,57,53,56,32,40,26,31,18,14,9,10,4,8
Datasets/wang/Images/train/class9/943.jpg,4,1,3,5,6,2,4,2,6,13,29,55,67,103,159,196,265,293,350,421,473,587,696,966,1531,2365,3625,6588,34770,16171,8622,6169,4283,2809,1761,1135,690,469,382,278,265,177,178,150,149,119,135,110,125,90,89,76,72,53,34,28,30,36,13,8,5,4,1,3
Datasets/wang/Images/train/class9/908.jpg,2,4,4,5,6,9,15,23,17,31,36,56,62,93,123,137,200,277,387,446,600,754,961,1346,1754,2360,3297,4694,11400,9669,7985,8443,8805,7810,6245,5489,4307,2811,2010,1354,1027,815,563,417,344,231,184,136,119,110,80,72,49,32,28,24,15,10,4,7,5,2,0,3
Datasets/wang/Images/train/class9/935.jpg,4,3,4,14,13,15,23,17,13,17,26,21,43,62,48,82,132,179,225,283,381,543,696,947,1267,1867,2617,3819,6101,13848,13935,12314,9770,7479,5618,4040,3141,2257,1569,1154,865,648,489,392,306,211,203,144,105,81,54,44,52,17,18,18,16,10,12,9,12,4,2,5
Datasets/wang/Images/train/class9/915.jpg,5,7,9,15,18,16,22,30,42,51,73,84,111,102,155,176,224,256,313,431,504,713,960,1371,1938,2766,4585,6507,9323,12419,12359,11395,11627,8871,3283,1907,1339,994,756,568,428,263,198,194,173,113,84,76,80,57,57,41,38,32,34,32,13,16,12,12,12,7,5,2
Datasets/wang/Images/train/class9/968.jpg,14,5,19,14,24,13,17,18,18,29,23,32,40,34,44,59,87,141,155,227,371,609,905,1260,1695,2709,6494,47997,16172,6046,4289,3010,1890,1204,797,509,388,238,162,120,73,49,26,32,21,21,20,19,15,9,13,18,14,10,12,7,12,11,6,10,5,11,7,5
Datasets/wang/Images/train/class9/951.jpg,6,5,4,3,4,4,20,28,30,36,45,40,62,77,120,138,182,229,346,395,527,649,946,1262,1831,2808,3830,33702,12677,8036,7207,5515,4051,3091,2358,1867,1394,986,772,606,530,368,345,276,213,161,127,81,61,36,42,29,30,22,17,16,22,16,2,7,3,2,5,4
Datasets/wang/Images/train/class9/940.jpg,8,0,6,11,18,15,9,36,30,37,50,51,51,80,76,94,172,204,362,458,627,997,1302,1745,2905,6256,16505,14791,14099,12445,9187,6384,2931,1831,1318,924,607,445,320,244,156,106,85,56,52,42,42,40,17,15,13,4,4,2,5,7,4,4,2,4,6,2,1,4
Datasets/wang/Images/train/class9/931.jpg,7,3,7,5,3,10,17,16,20,20,19,27,34,60,62,121,136,144,202,250,344,409,591,715,949,1401,1978,2801,4321,10109,12722,13335,11592,9199,6678,5662,4121,2775,1942,1441,1102,854,489,381,248,186,184,130,98,89,57,53,31,35,18,22,22,16,12,10,7,5,3,4
Datasets/wang/Images/train/class9/972.jpg,3,1,7,2,8,10,8,18,21,14,29,27,28,42,50,54,85,96,143,169,185,227,225,310,319,421,578,797,1101,1310,1628,2001,2956,4073,5490,6485,7536,10959,24208,17465,2168,1569,1182,1006,714,608,499,406,277,219,132,101,83,79,53,22,24,12,19,11,10,9,4,8
Datasets/wang/Images/train/class9/948.jpg,5,2,5,3,6,4,5,16,4,7,2,11,9,8,24,22,33,50,91,109,200,250,342,531,703,960,1357,2802,30671,23941,11059,9054,5875,3886,2119,1171,857,546,391,324,216,191,151,88,36,41,23,20,15,11,4,9,6,3,1,5,4,5,6,1,1,3,2,7
Datasets/wang/Images/train/class9/933.jpg,2,2,2,4,2,2,3,2,9,6,5,12,14,15,23,29,35,35,66,70,115,169,232,326,466,624,917,1345,2329,3724,7239,11983,11655,12680,15492,13349,6951,2570,1635,1231,788,555,373,285,215,163,124,85,70,63,40,35,18,19,18,24,15,9,7,5,7,4,4,8
Datasets/wang/Images/train/class9/942.jpg,10,9,19,23,40,32,47,52,92,120,150,203,192,254,348,432,551,669,861,1051,1366,1860,2587,3599,5535,5911,7392,8720,8764,7888,7472,7253,6018,4329,3131,2513,1826,1514,1238,893,722,512,485,349,299,220,195,153,88,84,85,43,36,22,11,10,4,6,5,6,0,1,1,3
Datasets/wang/Images/train/class9/967.jpg,5,3,9,13,23,22,34,40,36,50,57,82,91,94,145,178,234,274,349,498,629,813,1126,1514,2204,6188,5744,6432,7770,9698,10465,10731,10115,7767,4726,2853,1947,1307,984,729,514,397,267,215,165,154,120,98,75,62,45,50,27,33,26,13,8,13,7,9,13,8,3,3
Datasets/wang/Images/train/class9/923.jpg,9,3,10,16,8,5,5,19,23,37,42,35,60,67,78,101,162,198,241,395,515,849,1417,2364,4293,8590,20573,19014,12303,9891,8222,3389,1634,1017,673,508,377,331,226,110,73,71,53,42,48,26,25,22,20,26,16,9,10,7,5,7,4,4,3,7,3,4,4,5
Datasets/wang/Images/train/class9/918.jpg,4,4,3,2,2,7,4,3,6,12,10,19,37,49,81,133,117,140,242,302,403,570,760,1042,1588,2448,3822,6310,18232,16663,15122,10053,6460,4463,2968,1782,1213,855,603,463,305,206,161,149,115,71,63,38,30,32,16,27,15,17,21,8,11,7,3,0,4,3,2,3
Datasets/wang/Images/train/class9/927.jpg,3,0,4,2,6,3,2,5,11,24,10,28,47,41,47,42,56,59,66,91,106,142,174,221,293,391,584,853,1191,1887,2737,4074,5940,8020,9616,11056,12790,13642,10730,4413,2929,1786,1132,809,512,415,286,225,167,130,88,64,64,60,61,35,32,25,18,16,17,7,8,11
Datasets/wang/Images/train/class9/947.jpg,4,2,0,4,4,4,5,1,5,9,16,25,32,39,55,78,101,136,191,260,329,410,538,758,1108,1484,2202,4583,7552,9738,10875,10801,17185,17640,4448,2422,1577,1002,761,508,366,266,204,143,101,99,57,42,17,17,10,17,13,14,11,7,9,5,2,2,0,4,3,3
Datasets/wang/Images/train/class9/969.jpg,3,0,14,9,13,11,13,20,31,37,39,33,37,39,43,69,96,112,129,200,227,370,569,850,1321,3246,35698,11722,12504,11471,9679,3876,1890,1210,815,553,333,221,164,121,102,83,79,53,36,13,17,29,22,8,5,6,5,6,10,7,6,11,2,5,6,1,1,3
Datasets/wang/Images/train/class9/949.jpg,4,7,5,5,11,9,9,7,14,4,13,13,17,14,16,36,42,70,78,126,174,223,295,430,556,857,1282,2012,5332,33592,11816,11294,9806,7182,4849,3017,1633,1020,695,533,334,193,131,95,86,57,52,43,37,33,20,17,9,10,14,9,9,11,10,12,10,3,5,6
Datasets/wang/Images/train/class9/904.jpg,9,7,25,33,22,29,16,18,13,18,12,21,10,19,13,24,36,39,43,75,79,115,177,371,625,1237,2764,6772,21001,15197,10581,7640,6083,6463,13728,2094,827,489,372,231,202,127,99,93,68,39,31,23,21,17,24,17,16,20,12,13,21,14,20,28,29,23,7,12
Datasets/wang/Images/train/class9/970.jpg,4,6,5,7,9,15,7,19,25,33,37,65,80,155,185,219,289,364,478,695,1022,1345,1792,2649,3680,5957,29939,9956,7934,6824,5705,4555,3591,2748,2049,1474,1076,856,627,464,341,265,208,163,120,64,49,42,43,12,10,10,8,2,3,3,0,5,1,5,5,1,1,3
Datasets/wang/Images/train/class9/907.jpg,9,7,11,7,9,18,12,10,10,13,23,22,28,26,28,42,70,112,203,285,513,881,1287,2203,3644,6275,9779,14509,17592,14481,11689,7817,2831,1325,838,497,330,221,129,94,70,56,31,33,23,31,11,13,13,16,18,14,20,10,7,8,12,8,8,7,7,2,2,4
Datasets/wang/Images/train/class9/912.jpg,4,10,16,22,39,42,40,85,102,122,171,196,239,247,343,442,550,685,858,1160,1494,2170,3027,3941,5084,6218,7921,14493,13253,12237,9715,5179,4264,836,628,500,406,317,243,199,151,122,109,81,62,44,39,54,31,30,21,15,5,9,2,5,10,2,4,2,4,0,2,2
Datasets/wang/Images/train/class9/964.jpg,8,3,2,1,2,1,1,2,5,7,14,26,24,31,54,62,101,143,197,290,397,473,618,913,1247,1673,2338,3545,5528,17469,13928,10563,9224,8048,5807,4166,3140,2165,1515,1078,816,565,408,341,254,178,152,140,105,108,82,42,69,64,57,29,23,17,17,10,6,6,3,3
Datasets/wang/Images/train/class9/963.jpg,10,5,6,3,4,7,19,19,17,17,27,41,72,69,103,141,144,187,209,320,426,536,772,992,1426,2057,4080,27637,17412,11589,8828,5645,3996,2661,1989,1555,1103,865,616,511,409,374,283,230,182,153,123,100,83,60,49,32,14,19,14,10,8,10,8,8,7,6,2,4
Datasets/wang/Images/train/class0/19.jpg,4,12,12,13,18,15,32,46,47,88,132,176,257,326,353,459,611,813,1047,1337,1792,2354,3207,4177,5263,6551,7451,8687,9442,9937,8474,6053,4133,4203,2114,1703,1330,1087,882,669,608,512,402,317,275,209,165,127,98,80,62,48,33,26,7,5,2,3,2,4,3,5,0,4
Datasets/wang/Images/train/class0/81.jpg,4,3,5,3,10,9,13,8,20,18,21,21,34,57,73,119,139,194,275,379,647,944,1357,2221,3470,5766,15967,12354,12181,11372,9330,6709,4335,3795,2072,1301,812,592,395,275,224,174,133,100,87,52,40,39,27,14,24,10,12,19,7,6,8,4,7,4,4,3,2,4
Datasets/wang/Images/train/class0/35.jpg,2,5,4,4,6,6,10,8,17,22,39,49,38,82,78,105,147,212,260,402,483,726,1109,1775,2719,4529,11665,9077,9741,14156,14868,8073,5135,3338,2313,1864,1250,954,664,546,386,277,233,179,147,117,79,75,52,48,35,30,28,25,15,17,20,17,9,8,6,4,9,7
Datasets/wang/Images/train/class0/57.jpg,7,8,6,11,13,21,16,30,28,37,46,46,61,140,207,289,438,646,924,1436,2660,4802,24693,15693,14121,10725,7330,4656,2927,1950,1281,822,616,420,265,224,175,142,105,74,43,29,26,21,18,10,7,4,3,4,4,1,6,4,6,3,2,2,3,3,4,6,1,3
Datasets/wang/Images/train/class0/2.jpg,10,11,23,35,39,84,79,115,149,196,326,354,454,537,670,847,1150,1605,2193,2993,4017,6333,10451,10257,9854,10799,8679,6124,5656,3541,2328,1686,1260,1038,802,646,523,440,365,333,245,205,156,131,121,93,72,51,35,41,18,25,17,10,15,16,10,6,7,10,10,2,2,4
Datasets/wang/Images/train/class0/72.jpg,4,4,3,4,12,14,9,17,18,24,26,32,46,53,70,82,97,134,161,215,250,345,479,702,1114,1832,3140,8329,12693,11016,11774,12240,10742,8368,5064,2697,1648,1133,857,631,499,331,256,205,194,144,124,76,69,49,40,35,27,27,25,24,26,23,19,18,6,3,2,3
Datasets/wang/Images/train/class0/16.jpg,12,8,3,5,8,14,11,19,21,15,18,27,37,63,66,85,114,132,138,188,253,311,471,659,974,1641,3034,10030,15264,11640,9635,8623,6739,5555,4628,3694,3077,2544,1982,1563,1125,907,707,465,367,277,233,171,123,128,97,85,57,56,51,39,29,23,13,16,15,8,7,4
Datasets/wang/Images/train/class0/22.jpg,3,4,9,8,7,7,8,20,18,31,53,51,61,79,81,97,132,189,218,322,448,551,701,939,1288,1801,2451,3386,6058,8914,8500,9769,9484,8543,7291,5889,5116,4110,2735,2071,1603,1316,987,702,534,387,297,215,133,137,107,97,86,76,50,44,21,18,16,8,10,4,6,7
Datasets/wang/Images/train/class0/55.jpg,3,2,6,8,11,12,24,24,36,44,44,53,68,77,113,161,230,314,392,426,564,829,1097,1678,2478,4226,8793,11832,11526,10724,9399,8076,6604,4583,4252,3029,1674,1062,853,683,444,345,287,235,198,133,127,92,81,81,55,56,42,31,19,12,21,16,7,2,2,3,2,3
Datasets/wang/Images/train/class0/40.jpg,3,2,3,7,10,15,11,21,24,27,27,28,35,41,65,90,98,117,173,186,252,332,438,675,1077,1468,2417,4304,9352,13447,12816,11246,8689,7093,5885,5140,6701,1889,999,674,506,375,278,230,176,139,96,78,88,36,52,62,53,55,39,36,24,23,23,17,20,9,9,3
Datasets/wang/Images/train/class0/14.jpg,2,1,2,2,2,1,3,2,4,0,3,7,12,9,12,13,16,23,16,33,62,61,101,106,177,262,373,438,493,861,1257,1970,4622,5957,7074,8359,9985,11115,12279,12402,8869,4916,2307,1163,677,492,373,304,220,205,142,91,82,64,49,48,50,33,29,26,25,10,7,5
Datasets/wang/Images/train/class0/4.jpg,7,7,15,15,21,16,16,17,44,48,51,55,77,133,203,274,404,535,851,1410,2320,3708,6374,11330,12855,10925,8862,7628,6858,9043,7487,2559,1424,768,472,390,274,212,148,111,74,57,50,44,13,15,15,13,17,12,11,1,3,1,5,2,6,1,2,4,3,3,1,4
Datasets/wang/Images/train/class0/70.jpg,2,3,4,10,4,11,17,20,26,29,36,43,80,102,134,193,245,340,462,697,983,1291,1856,2439,3397,4689,6123,8585,10139,10459,9109,7897,6465,5118,4139,3371,2564,1881,1382,1082,768,572,404,284,206,136,76,86,87,41,35,29,40,20,26,11,6,8,6,11,8,8,6,3
Datasets/wang/Images/train/class0/20.jpg,4,3,1,7,9,13,9,19,23,30,44,51,63,62,88,110,101,126,114,166,209,296,336,548,830,1323,2270,4721,13577,13310,14807,13482,11317,8605,4767,2049,1203,763,540,439,316,242,215,165,126,131,109,88,68,54,61,50,51,49,24,37,15,19,17,17,7,1,4,3
Datasets/wang/Images/train/class0/53.jpg,3,0,2,3,3,4,4,3,2,3,1,2,1,6,7,8,15,13,28,33,55,98,131,167,226,292,403,553,915,1403,2301,3853,7075,10508,11944,12638,12786,11456,8756,5965,2529,1392,798,537,374,280,177,123,84,70,65,38,34,27,23,17,20,12,14,9,3,5,2,5
Datasets/wang/Images/train/class0/68.jpg,4,5,5,3,19,30,30,36,48,73,60,64,64,94,111,142,202,252,367,597,888,1337,2219,3275,6630,12504,12397,17003,16945,9428,4782,2539,1629,1117,794,559,409,346,259,202,168,92,87,64,60,53,47,30,44,30,26,30,24,18,14,17,6,10,4,4,4,1,0,3
Datasets/wang/Images/train/class0/46.jpg,2,4,6,6,8,13,20,15,28,28,33,46,45,50,47,76,102,127,152,192,255,364,425,594,790,1208,1722,2656,6000,28525,13340,11594,8278,5476,3728,2947,2237,1695,1193,871,725,523,417,333,229,233,169,151,84,84,81,64,49,43,59,29,37,28,20,18,17,10,0,3
Datasets/wang/Images/train/class0/43.jpg,5,4,4,5,6,4,4,7,18,14,23,22,22,20,23,37,59,57,63,72,91,115,151,208,342,526,827,1296,2683,6200,14796,10312,10346,10853,11978,19354,2827,1472,940,606,423,325,236,189,159,112,95,83,41,36,20,28,19,25,22,21,20,14,17,8,10,1,4,4
Datasets/wang/Images/train/class0/48.jpg,12,4,10,6,7,5,7,8,25,59,59,54,80,92,162,220,326,438,617,859,1242,1851,2827,5317,11987,15318,14271,11741,9185,6980,4299,2766,1989,1340,943,686,548,480,334,249,193,136,114,100,64,56,47,34,30,18,17,11,8,12,8,9,8,5,8,10,4,2,3,4
Datasets/wang/Images/train/class0/5.jpg,4,1,4,7,27,14,14,31,43,58,61,98,113,148,190,221,278,367,469,612,777,1014,1430,1906,2498,3319,4338,5517,7066,8457,9264,9041,8207,6733,5290,4418,4234,2553,2049,1499,1241,955,776,617,467,366,292,247,194,183,141,121,69,44,53,40,35,20,28,18,11,7,6,3
Datasets/wang/Images/train/class0/74.jpg,5,3,4,0,7,5,9,13,26,47,59,67,104,84,129,169,186,183,274,346,462,668,1045,1686,3374,7181,5500,5002,5904,8560,11029,9131,7278,6182,5556,4904,3796,2964,1889,1260,748,790,713,228,165,133,98,70,66,47,29,18,20,21,12,6,6,5,8,10,7,7,3,3
Datasets/wang/Images/train/class0/67.jpg,13,8,4,15,19,41,48,70,89,127,162,241,293,431,582,781,1055,1492,2310,3699,9783,11321,12733,12078,11943,9201,6581,4285,2947,1865,1210,745,542,382,312,247,152,142,81,60,33,32,23,14,19,10,8,7,10,6,4,8,7,9,0,2,4,3,3,2,4,2,1,3
Datasets/wang/Images/train/class0/61.jpg,3,10,10,18,17,27,31,23,66,102,149,190,186,269,338,416,549,669,962,1254,1825,2674,3819,5346,7150,8620,9419,9447,8891,7969,6788,5294,4152,2995,2282,1670,1263,849,589,416,323,229,223,155,125,96,79,63,51,46,23,37,16,14,12,11,14,12,7,4,5,3,4,5
Datasets/wang/Images/train/class0/34.jpg,4,2,5,6,6,10,9,7,17,15,32,36,42,108,117,170,216,276,356,517,654,980,1415,1876,2762,3734,5325,7087,7523,7653,7812,7860,7889,7570,6844,5135,3813,2836,1940,1491,1129,763,574,454,320,224,180,167,89,65,50,22,30,15,23,17,11,2,6,8,3,1,0,1
Datasets/wang/Images/train/class0/54.jpg,4,4,2,1,5,6,8,9,11,25,42,30,26,36,67,107,177,226,287,380,448,585,731,1181,1673,2135,3144,4590,9900,10990,11813,9926,8076,6392,5465,6184,3517,2411,1853,1254,985,755,676,512,402,304,223,179,92,88,85,53,46,45,22,26,22,19,15,11,8,5,4,6
Datasets/wang/Images/train/class0/13.jpg,4,3,3,5,6,9,10,16,18,28,36,44,56,100,112,152,222,309,407,492,745,1010,1445,2043,3031,4697,7895,11586,12524,11622,9908,7930,6209,4649,2976,1994,1630,1150,830,635,432,323,270,184,123,107,70,46,46,40,25,18,7,13,12,7,6,1,6,6,8,4,5,4
Datasets/wang/Images/train/class0/30.jpg,3,5,12,12,8,11,9,9,17,24,36,73,117,200,307,529,850,1352,2034,3114,4652,5929,7500,8877,10238,10913,10891,8932,6864,4966,3146,2008,1460,1083,649,440,334,240,136,97,54,33,30,24,16,9,7,4,6,3,5,5,3,5,2,3,3,3,5,2,0,1,1,3
Datasets/wang/Images/train/class0/50.jpg,3,1,1,2,2,4,4,5,16,19,31,51,73,96,139,167,209,242,314,485,609,893,1208,1947,3004,5224,10438,12447,12024,11301,9066,7380,5881,4666,3151,2081,1386,974,702,452,320,252,179,131,111,86,73,78,64,40,42,45,29,19,28,24,22,12,12,9,6,14,7,3
Datasets/wang/Images/train/class0/56.jpg,2,7,16,18,19,13,16,15,37,47,60,104,135,169,230,283,375,502,702,933,1256,1758,2306,3352,4606,6469,8872,8793,8618,8209,7195,6346,5527,4708,3809,2842,2173,1736,1353,1040,754,598,456,366,297,253,189,156,113,86,60,60,52,42,36,30,22,16,21,6,12,12,8,8
Datasets/wang/Images/train/class0/7.jpg,3,7,7,4,17,18,10,25,24,43,44,49,59,64,111,182,234,318,473,782,1279,2235,4461,10994,13208,13536,12018,9124,6742,5023,3797,8934,1512,956,566,400,266,177,140,112,74,66,41,29,23,23,10,10,4,4,10,9,2,4,5,8,5,4,3,1,3,2,4,6
Datasets/wang/Images/train/class0/49.jpg,5,4,2,6,9,17,39,58,68,88,95,143,180,259,356,372,502,673,882,1199,1506,1761,2438,3232,4353,6286,9852,11442,9457,8133,8638,8549,4001,2956,2259,1774,1365,1063,867,649,489,429,361,291,266,166,144,121,99,84,68,51,40,31,32,30,20,15,12,6,3,3,2,3
Datasets/wang/Images/train/class0/38.jpg,5,5,9,9,9,8,11,35,28,46,45,52,43,48,95,120,156,215,239,324,397,692,1055,1567,3680,19977,17891,15696,13124,8166,5343,3445,1973,1150,686,400,318,199,150,114,121,97,92,62,48,43,46,46,31,37,34,19,15,17,5,12,6,11,8,8,8,4,2,7
Datasets/wang/Images/train/class0/41.jpg,5,2,1,5,7,4,3,2,6,11,17,20,19,41,48,65,77,127,154,209,268,383,535,789,1247,1806,2908,7543,15994,10766,10140,8528,8101,10355,9608,3161,1696,1048,707,505,333,240,220,188,117,74,43,40,31,20,19,19,9,9,4,6,3,4,1,3,2,4,1,3
Datasets/wang/Images/train/class0/32.jpg,3,0,4,7,13,9,15,25,26,45,53,78,117,193,259,382,455,652,877,1340,1925,2975,5428,14985,12840,13355,11496,8749,5939,4162,3414,2391,1709,1099,773,533,431,329,288,213,142,128,98,71,53,40,26,19,26,15,18,12,11,8,7,11,8,7,2,5,2,4,0,4
Datasets/wang/Images/train/class0/58.jpg,7,3,4,2,2,3,4,5,7,7,20,23,24,53,46,65,82,100,132,201,273,331,546,815,1314,2067,3421,6011,10563,15576,15631,12252,9179,6773,4522,2680,1820,1098,729,475,370,290,176,151,99,94,63,53,34,18,23,17,10,5,7,3,4,4,3,1,3,4,2,4
Datasets/wang/Images/train/class0/44.jpg,4,2,10,11,18,12,24,31,44,63,70,89,83,115,147,221,240,444,589,839,1765,13903,14740,9650,7538,5647,4676,4105,2972,2290,2252,2496,4284,7536,6663,2681,843,397,270,119,69,73,50,49,41,28,39,12,10,9,2,5,4,4,3,4,4,1,2,1,1,3,4,3
Datasets/wang/Images/train/class0/42.jpg,5,9,8,15,15,21,29,27,20,31,43,46,56,71,86,96,143,180,323,592,1104,2089,4908,21279,19755,16802,12787,7778,4232,2063,1238,770,520,325,217,135,83,58,54,39,30,37,12,21,12,15,16,13,11,16,4,9,4,9,7,8,5,4,5,1,3,2,3,5
Datasets/wang/Images/train/class0/15.jpg,3,5,12,13,17,18,41,47,65,81,117,145,177,239,290,391,614,787,1060,1596,2490,3718,7919,12262,9266,7879,7916,7668,8455,7636,6988,2978,1911,1405,1047,844,571,428,332,261,180,122,102,86,42,29,10,4,2,3,1,6,1,6,3,1,1,0,2,2,1,1,3,4
Datasets/wang/Images/train/class0/76.jpg,3,4,8,10,7,16,21,16,53,57,62,66,103,122,147,209,275,375,435,557,693,942,1195,1537,2126,3131,4875,7736,12549,11142,9477,7986,7072,6007,4873,3476,2363,1728,1308,1137,942,699,542,415,355,298,239,192,165,128,123,96,50,41,27,28,16,17,10,7,4,4,4,3
