class,img_path,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191
class5,../Datasets/wang/Images/train/class5/504.jpg,0.0146484,0.00657145,0.00722249,0.0075175,0.00686646,0.00690715,0.00737508,0.00733439,0.00802612,0.00927734,0.0102539,0.0115865,0.0128276,0.0145569,0.0165812,0.0188395,0.0221558,0.0275269,0.0297241,0.0313924,0.0339966,0.0326742,0.0319519,0.033488,0.0349019,0.0359701,0.0388997,0.0367432,0.0315552,0.0270284,0.0214844,0.0212301,0.0224508,0.022878,0.0230815,0.0223897,0.0224202,0.021993,0.0203349,0.0169779,0.0130819,0.0103861,0.00831095,0.00595093,0.00432332,0.00360107,0.003184,0.00211589,0.0020752,0.00158691,0.00187174,0.00231934,0.00468953,0.00852458,0.0117798,0.0180969,0.0365194,0.0275879,0.00324504,0.000722249,0.000274658,8.13802e-05,1.01725e-05,2.03451e-05,0.00837199,0.00827026,0.00811768,0.00697835,0.00588989,0.00563558,0.00459798,0.00469971,0.0047404,0.00488281,0.00510661,0.00537109,0.0052592,0.00617472,0.00645955,0.00715129,0.00827026,0.0100708,0.0115458,0.0145365,0.0172424,0.0227763,0.0340881,0.0430501,0.0531311,0.0594076,0.0651143,0.0468241,0.0350545,0.0301107,0.023997,0.0196126,0.0174967,0.0157369,0.014384,0.0152486,0.0147298,0.0162354,0.0169067,0.0173543,0.0177917,0.0176086,0.0175883,0.0170288,0.0165304,0.0152079,0.0142415,0.0139974,0.0125224,0.0130514,0.0118306,0.0121053,0.011556,0.0120646,0.016866,0.0230204,0.0314738,0.00393677,0.000610352,0.000274658,4.06901e-05,2.03451e-05,0,0,0.00651042,0.00708008,0.00736491,0.00713094,0.00702922,0.00571696,0.00519816,0.00507609,0.00454712,0.00423177,0.00444539,0.00443522,0.00466919,0.0047404,0.00521851,0.00532023,0.00642904,0.00681559,0.00857544,0.0105591,0.0128988,0.0173645,0.0251465,0.0327657,0.0410767,0.051534,0.0597026,0.0456848,0.0320435,0.0294596,0.0267843,0.0230001,0.0215658,0.0201111,0.0185547,0.016744,0.0156352,0.0148214,0.0149434,0.0153809,0.0165914,0.0180461,0.0193176,0.0197652,0.0227559,0.0247396,0.028595,0.0291239,0.0296122,0.0279643,0.0218709,0.0173442,0.015035,0.0131327,0.0105184,0.00908407,0.006663,0.0053304,0.0032959,0.00229899,0.00142415,0.000701904,0.000233968,0.000244141
class5,../Datasets/wang/Images/train/class5/505.jpg,0.0121257,0.00830078,0.0106201,0.015564,0.0210164,0.0237732,0.0269267,0.0300395,0.0329488,0.0366109,0.0409851,0.0432536,0.0446472,0.0454814,0.0441895,0.0409139,0.0363973,0.0319926,0.0263163,0.0214132,0.0165202,0.0136414,0.0112305,0.0104879,0.00856527,0.00715129,0.00616455,0.00477092,0.00397746,0.00257365,0.00180054,0.00145467,0.00125122,0.000528971,0.000457764,0.000356038,0.000325521,0.000233968,0.000183105,0.000284831,0.000244141,0.000223796,0.000183105,0.000254313,0.000284831,0.000264486,0.000264486,0.000213623,0.000305176,0.000284831,0.000478109,0.000345866,0.000406901,0.000366211,0.000539144,0.00161743,0.0380351,0.250865,0.0172424,0.00130208,0.000508626,0.000172933,7.12077e-05,5.08626e-05,0.00348918,0.00375366,0.00470988,0.00741577,0.0102844,0.0128377,0.01297,0.0129089,0.0130717,0.0140889,0.0141703,0.0149231,0.0139262,0.0145976,0.015859,0.0175476,0.0173543,0.0173848,0.01651,0.0166321,0.017985,0.0168355,0.0173442,0.017985,0.0180766,0.0199483,0.0218811,0.0223999,0.0240987,0.0243937,0.0236206,0.0240987,0.0218709,0.0209757,0.0209859,0.0187683,0.0175781,0.0162964,0.0144246,0.0121867,0.0101624,0.00787354,0.00633748,0.00466919,0.00357056,0.00284831,0.00191243,0.00132243,0.000986735,0.000773112,0.000661214,0.000467936,0.000528971,0.000498454,0.00084432,0.003184,0.1981,0.104614,0.00279744,0.000976562,0.000406901,0.000203451,4.06901e-05,3.05176e-05,0.00395711,0.00441488,0.00552368,0.00724284,0.00939941,0.0114034,0.0128682,0.0132141,0.0142212,0.0155945,0.0169576,0.01769,0.0200399,0.0215352,0.0221863,0.0250956,0.0286967,0.0294393,0.0314535,0.0335083,0.0321248,0.0328471,0.0323486,0.0315959,0.0315959,0.029541,0.0260417,0.0235697,0.0208435,0.0168966,0.0140381,0.0116781,0.00923665,0.00841268,0.00665283,0.00511678,0.00326538,0.00217692,0.00145467,0.000752767,0.000559489,0.000559489,0.000376383,0.000315348,0.000233968,0.000223796,0.000315348,0.000295003,0.000335693,0.000427246,0.000691732,0.00165812,0.00526937,0.0111898,0.0263265,0.158763,0.0868225,0.0181681,0.00181071,0.000691732,0.000223796,0.000101725,1.01725e-05,0
class5,../Datasets/wang/Images/train/class5/506.jpg,0.00920614,0.0072937,0.00784302,0.00748698,0.00653076,0.0047404,0.00393677,0.0039978,0.00428263,0.00543213,0.00606283,0.00708008,0.00826009,0.00991821,0.0130615,0.0165812,0.0205994,0.0260824,0.0297546,0.0314535,0.0305684,0.0287984,0.0259705,0.025706,0.0238342,0.0244039,0.0231628,0.0223389,0.0207418,0.0215352,0.0224813,0.0224202,0.0213114,0.0196533,0.019633,0.0189209,0.0188904,0.0183411,0.0196838,0.0208028,0.0211385,0.0250448,0.0284932,0.0310974,0.0288696,0.0225728,0.0202128,0.0200602,0.0221252,0.0220032,0.0168966,0.0096639,0.00520833,0.00322469,0.00273641,0.00434367,0.0206909,0.0152995,0.00139364,0.00012207,0,0,0,0,0.00621541,0.0062561,0.00593058,0.00739543,0.00679525,0.00521851,0.00455729,0.00413005,0.00297038,0.00337728,0.00281779,0.00272624,0.00296021,0.00337728,0.00425212,0.00506592,0.00639852,0.00867717,0.0111186,0.0154114,0.0197856,0.0254924,0.0274251,0.02889,0.0298869,0.0307821,0.0296021,0.0287577,0.0277405,0.0245972,0.0220337,0.021637,0.0214132,0.0214844,0.0192464,0.0186056,0.0178324,0.015981,0.0154826,0.0151978,0.0164286,0.0180461,0.0206401,0.0222677,0.0252075,0.0308838,0.0390218,0.0472616,0.0327555,0.0267232,0.0232849,0.0212504,0.0207723,0.0213521,0.0224813,0.0201518,0.0102132,0.00292969,0.000691732,7.12077e-05,2.03451e-05,2.03451e-05,0,0,0.00400798,0.00521851,0.00496419,0.00542196,0.00604248,0.00662231,0.00621541,0.00396729,0.00325521,0.0026652,0.00305176,0.00285848,0.00330607,0.00333659,0.00394694,0.00411987,0.00551351,0.00610352,0.00848389,0.0102844,0.0128072,0.0171712,0.021342,0.0244446,0.0279643,0.0304159,0.0295003,0.0291545,0.0281474,0.0251465,0.0232035,0.0207418,0.0195312,0.0169881,0.0160522,0.0175883,0.0194092,0.0291036,0.0293172,0.0174459,0.0132039,0.00878906,0.00675456,0.00738525,0.00917562,0.0112,0.0145162,0.0202332,0.0267436,0.0323792,0.0349935,0.0361633,0.0366618,0.038564,0.0414429,0.0397644,0.0308634,0.0187378,0.00888062,0.00496419,0.00226847,0.000895182,0.000356038,0.000203451
class5,../Datasets/wang/Images/train/class5/507.jpg,0.0288086,0.0151978,0.0268453,0.0251668,0.0189616,0.0162048,0.0172628,0.01828,0.0200907,0.0211792,0.0231323,0.0240885,0.0257263,0.0263367,0.0273844,0.0288493,0.0305888,0.0298665,0.0285441,0.0279236,0.024943,0.0226847,0.018219,0.0154012,0.0131022,0.010376,0.00819906,0.00658162,0.00601196,0.0057373,0.00551351,0.00513713,0.00605265,0.00650024,0.00561523,0.00623576,0.00864665,0.009257,0.00557454,0.00309245,0.00216675,0.00308228,0.00363159,0.00470988,0.00426229,0.0045166,0.00386556,0.00402832,0.0044047,0.00473022,0.00508626,0.00531006,0.00772095,0.00852458,0.0137431,0.0261943,0.113953,0.105194,0.00152588,3.05176e-05,0,0,0,0,0.00111898,0.0101929,0.0148214,0.0114339,0.00682577,0.0047404,0.00357056,0.00267537,0.00223796,0.00223796,0.00267537,0.00293986,0.0038147,0.00406901,0.0043335,0.00536092,0.00621541,0.00671387,0.0075175,0.00827026,0.00945028,0.0104777,0.0129293,0.0166728,0.0177816,0.0201416,0.0215251,0.0237528,0.0247803,0.0262858,0.0250448,0.0258993,0.0252787,0.0265401,0.0280762,0.0290222,0.0340678,0.0384318,0.0346476,0.026947,0.0220032,0.0185852,0.0172017,0.0153605,0.0138346,0.0126953,0.0107015,0.0115967,0.0106303,0.0107727,0.00987752,0.0102844,0.0180054,0.0369161,0.109314,0.0759379,0.00512695,0.000813802,0.000457764,0.000233968,7.12077e-05,5.08626e-05,1.01725e-05,0,0.000386556,0.00661214,0.0141602,0.0124512,0.00836182,0.006368,0.00570679,0.00538127,0.00520833,0.00493368,0.0049235,0.0061849,0.00580851,0.00579834,0.00714111,0.00789388,0.00917562,0.0106201,0.0112305,0.0119425,0.0126241,0.0138753,0.0128479,0.0143127,0.0148722,0.0160014,0.0176697,0.020284,0.0238851,0.0261129,0.0304057,0.0337423,0.0374959,0.0362447,0.033549,0.0304362,0.0285848,0.0268046,0.0264994,0.0242716,0.0218506,0.0196228,0.01828,0.0193787,0.029246,0.059377,0.121948,0.0463969,0.0116984,0.00456746,0.00343831,0.00301107,0.00244141,0.00166829,0.00169881,0.00119019,0.000834147,0.000701904,0.000630697,0.000427246,0.000345866,0.000213623,0.000111898,0.000111898
class5,../Datasets/wang/Images/train/class5/508.jpg,0.0328471,0.0193888,0.0195923,0.021403,0.0197957,0.0167338,0.0161641,0.0157674,0.0169678,0.0185547,0.021108,0.022288,0.0248108,0.0261434,0.0282084,0.029307,0.0304464,0.0323385,0.0326233,0.0336609,0.0343933,0.0311381,0.0314331,0.0283407,0.0256755,0.0218506,0.0182393,0.0150248,0.0120544,0.00952148,0.00695801,0.00490316,0.0041097,0.00316366,0.00272624,0.00254313,0.00228882,0.00262451,0.00251261,0.00231934,0.00175985,0.00100708,0.000732422,0.000539144,0.000549316,0.000620524,0.000478109,0.000427246,0.000478109,0.000661214,0.000467936,0.000478109,0.000569661,0.000874837,0.00194295,0.00845337,0.0507914,0.16803,0.0204366,0.000681559,5.08626e-05,0,0,0,0.0061849,0.0112712,0.00866699,0.0115458,0.0100505,0.00782267,0.00569661,0.00368245,0.00264486,0.0021464,0.00218709,0.00199382,0.00234985,0.0023702,0.00291952,0.00350952,0.00413005,0.00468953,0.00557454,0.00673421,0.00838216,0.0101318,0.0131226,0.0168559,0.0190938,0.0221761,0.0238851,0.0240682,0.0255127,0.0287272,0.0307515,0.0297953,0.0296427,0.0297648,0.0293376,0.0277913,0.0252584,0.0228373,0.0227356,0.0215352,0.0195007,0.0183716,0.0166829,0.0163879,0.0154012,0.0146586,0.0132751,0.0121663,0.0116069,0.0114644,0.0103861,0.0107218,0.0121257,0.0173136,0.0317688,0.0461426,0.106445,0.0462748,0.0009257,0.000396729,0.000193278,0.000142415,4.06901e-05,3.05176e-05,0.00281779,0.00983683,0.00705973,0.00760905,0.00816854,0.00609334,0.0061849,0.00563558,0.00468953,0.00385539,0.00305176,0.0030721,0.00264486,0.00278727,0.00289917,0.00342814,0.00396729,0.00408936,0.00496419,0.00559489,0.00614421,0.0072937,0.00866699,0.00902303,0.0104574,0.0119731,0.01297,0.0148214,0.0162557,0.0193278,0.0217896,0.0248617,0.0275167,0.0274455,0.0273234,0.0265503,0.025533,0.025116,0.0240275,0.0242615,0.0232951,0.0223694,0.0223083,0.0215556,0.0199687,0.0196635,0.0175374,0.0193888,0.0194499,0.025706,0.0245056,0.0244242,0.026001,0.0401815,0.0387268,0.0606995,0.0596415,0.0237834,0.00904338,0.00563558,0.00319417,0.00186157,0.000691732,0.000559489
class5,../Datasets/wang/Images/train/class5/509.jpg,0.0185547,0.0157674,0.0211995,0.0265808,0.0337118,0.0293681,0.0262146,0.0266215,0.0284627,0.0321554,0.0378825,0.0422465,0.0482279,0.0537923,0.0597738,0.0671387,0.0638936,0.0523275,0.039032,0.0310262,0.0263977,0.0203959,0.0164388,0.0145671,0.0124003,0.010966,0.00934855,0.00860596,0.00801595,0.00665283,0.00628662,0.00590007,0.00549316,0.0058492,0.00506592,0.00450643,0.00476074,0.00454712,0.00406901,0.0044047,0.00418091,0.00408936,0.00460815,0.00418091,0.00405884,0.00449626,0.00431315,0.0038147,0.00405884,0.00362142,0.00296021,0.00293986,0.002889,0.00231934,0.0020752,0.00204468,0.00165812,0.00143433,0.000793457,0.000579834,0.000172933,5.08626e-05,1.01725e-05,0,0.00658162,0.0108643,0.0148621,0.0178731,0.0224508,0.0245361,0.0139567,0.0108541,0.00893148,0.00727336,0.0062561,0.00547282,0.00537109,0.00510661,0.00548299,0.00548299,0.00540161,0.00680542,0.00661214,0.00780233,0.00863647,0.0101827,0.0118408,0.0143534,0.0176188,0.0214945,0.0257263,0.0308533,0.0341899,0.0397746,0.0457458,0.0504557,0.0521952,0.0497742,0.0469157,0.0443726,0.0419515,0.0368958,0.0316162,0.0268555,0.0236206,0.0188599,0.0170593,0.0139364,0.012736,0.0112406,0.0103048,0.00850423,0.00760905,0.00605265,0.00619507,0.00529989,0.00373332,0.0037028,0.003184,0.00274658,0.00219727,0.00153605,0.00112915,0.000478109,0.000233968,0.000152588,5.08626e-05,1.01725e-05,0.00335693,0.00790405,0.0106405,0.0135295,0.0165507,0.0184631,0.0217082,0.013682,0.0107117,0.00918579,0.00801595,0.00670369,0.00663249,0.00641886,0.00698853,0.00778198,0.00915527,0.0101217,0.0124919,0.0145976,0.0176595,0.0217082,0.0256551,0.0282288,0.0328064,0.0366211,0.0393575,0.0409648,0.0412699,0.0466614,0.0527039,0.0574544,0.0538127,0.0414327,0.0351562,0.0276286,0.0221456,0.0187581,0.0161947,0.0148315,0.0129496,0.011851,0.0107422,0.0107117,0.00894165,0.00928752,0.00747681,0.00692749,0.00663249,0.00560506,0.00460815,0.00406901,0.00375366,0.00293986,0.00238037,0.00181071,0.00127157,0.000864665,0.000467936,0.000254313,0.000244141,0.000213623,0.00012207,0.000183105
class5,../Datasets/wang/Images/train/class5/510.jpg,0.00908407,0.00560506,0.00759888,0.00934855,0.0079244,0.0057373,0.00515747,0.00529989,0.00598145,0.00673421,0.00828044,0.0093689,0.0111186,0.0140279,0.0163778,0.0162862,0.01828,0.0198771,0.0199788,0.0214335,0.0220133,0.0232442,0.0233256,0.0218404,0.0232747,0.0235189,0.023173,0.0240275,0.0244548,0.025411,0.0292867,0.03066,0.0358887,0.0393677,0.0420634,0.0439046,0.0427653,0.0411784,0.0361125,0.0339864,0.0301107,0.0251567,0.0188599,0.0134277,0.010376,0.00782267,0.00548299,0.00469971,0.00351969,0.00358073,0.00332642,0.00375366,0.00449626,0.00556437,0.00560506,0.0069987,0.00638835,0.00665283,0.00100708,0.00016276,1.01725e-05,0,0,0,0.00443522,0.00253296,0.00153605,0.00157674,0.00172933,0.0019633,0.00253296,0.00304159,0.00386556,0.00546265,0.00753784,0.00920614,0.0100505,0.00972494,0.00935872,0.0103963,0.0119731,0.0143026,0.0151571,0.0160624,0.0171305,0.0180155,0.0197245,0.0217285,0.0221863,0.0231018,0.0238139,0.0233358,0.0244954,0.0256958,0.0254618,0.0258077,0.0270487,0.0260315,0.0260112,0.0292765,0.0328573,0.0363668,0.0375875,0.0381775,0.0395711,0.0390523,0.0389506,0.0400085,0.040568,0.0355632,0.0286662,0.0224609,0.0168559,0.0105184,0.00759888,0.00473022,0.00312297,0.0016276,0.00096639,0.000691732,0.000671387,0.00084432,0.000590007,0.000406901,0.000172933,6.10352e-05,0,0,0.00389608,0.00515747,0.00613403,0.0062561,0.00502523,0.00425212,0.00341797,0.00330607,0.00342814,0.00391642,0.00404867,0.00429281,0.00547282,0.00652059,0.00805664,0.00837199,0.0103556,0.0114034,0.0131022,0.0140279,0.0152181,0.0158691,0.0164693,0.0158285,0.0167542,0.0184326,0.0182902,0.0193481,0.0195109,0.018453,0.0179749,0.0176493,0.0181071,0.0175374,0.0183818,0.0207621,0.0224813,0.023468,0.0211385,0.0217692,0.0187887,0.0183919,0.0185445,0.0191956,0.0214335,0.0210876,0.0232035,0.0273946,0.03125,0.0338033,0.0384521,0.0397339,0.0407206,0.0393677,0.0324809,0.0252279,0.0174459,0.0120646,0.00777181,0.00478109,0.00254313,0.00141398,0.000610352,0.000406901
class5,../Datasets/wang/Images/train/class5/511.jpg,0.0151571,0.0126648,0.018158,0.0248006,0.0351359,0.0446879,0.0558167,0.063619,0.0703125,0.0718689,0.0691223,0.0638123,0.059255,0.0527039,0.0432129,0.0367432,0.0309448,0.0239054,0.0180766,0.0145874,0.0108134,0.00785319,0.00646973,0.00520833,0.00428263,0.00360107,0.00279744,0.00236003,0.00181071,0.00150553,0.00125122,0.000976562,0.00100708,0.00088501,0.000742594,0.000559489,0.000752767,0.000366211,0.000488281,0.000498454,0.000549316,0.000590007,0.000498454,0.000488281,0.000508626,0.000508626,0.000610352,0.000549316,0.000661214,0.000701904,0.000712077,0.000742594,0.000834147,0.0009257,0.00121053,0.00310262,0.0351156,0.063029,0.00857544,0.000976562,0.000264486,3.05176e-05,0,0,0.00383504,0.00497437,0.00486247,0.00527954,0.00685628,0.00840251,0.00962321,0.0109762,0.0140483,0.0176697,0.0206095,0.0215149,0.0214335,0.0210673,0.0219218,0.0229899,0.0254924,0.0285136,0.0309347,0.0329081,0.0361226,0.035675,0.0387777,0.0404867,0.0409342,0.0402425,0.0390422,0.0352478,0.0335185,0.0293579,0.0265503,0.0239766,0.0212199,0.0186768,0.0156352,0.0142822,0.0113932,0.00953166,0.00756836,0.00663249,0.00510661,0.00384521,0.00323486,0.00301107,0.00193278,0.00169881,0.00149536,0.00118001,0.0011495,0.00119019,0.00104777,0.00183105,0.00482178,0.0100911,0.00824992,0.00689697,0.0484009,0.0308329,0.00364176,0.000946045,0.000569661,4.06901e-05,0,0,0.0065918,0.00787354,0.0103556,0.0117289,0.0154317,0.0186666,0.0207825,0.0233663,0.028951,0.0361633,0.0408122,0.0456543,0.0500183,0.0529887,0.0559692,0.0557658,0.0554301,0.0533244,0.0478821,0.0426229,0.0366109,0.0311381,0.0275167,0.0225016,0.0182902,0.0149231,0.0111796,0.00871786,0.00640869,0.00512695,0.00373332,0.00282796,0.00232951,0.00193278,0.00184123,0.0013326,0.00100708,0.000986735,0.000864665,0.000823975,0.000539144,0.000691732,0.000742594,0.00120036,0.0016276,0.00236003,0.00262451,0.00259399,0.00309245,0.00416056,0.0055542,0.00588989,0.00634766,0.00554403,0.00654093,0.0162354,0.034434,0.0187073,0.000498454,7.12077e-05,6.10352e-05,1.01725e-05,0,0
class5,../Datasets/wang/Images/train/class5/512.jpg,0.0323385,0.0143229,0.0167236,0.0203552,0.0223185,0.0240377,0.0258382,0.0283813,0.0296733,0.0325012,0.0357463,0.0377909,0.0394897,0.0410767,0.0379639,0.038503,0.0365499,0.0351868,0.0345052,0.0332947,0.0304871,0.0304769,0.0281982,0.0273946,0.0257365,0.0238037,0.0216878,0.0205078,0.0180664,0.0163066,0.0146891,0.0137533,0.0119832,0.0109151,0.00940959,0.00769043,0.00674438,0.00547282,0.00441488,0.00382487,0.00308228,0.00278727,0.00221761,0.00186157,0.00165812,0.0015564,0.00158691,0.00148519,0.00139364,0.00145467,0.00149536,0.00166829,0.00184123,0.00209554,0.00187174,0.00269572,0.0055542,0.00714111,0.00444539,0.0022583,0.000915527,0.000528971,0.00016276,8.13802e-05,0.00401815,0.00518799,0.00701904,0.00750732,0.00767008,0.00876872,0.00872803,0.00847371,0.00953166,0.00971476,0.0112,0.0125834,0.0138753,0.0143738,0.0159098,0.0168966,0.0189514,0.020752,0.021403,0.0234375,0.0249532,0.027476,0.0291443,0.0297953,0.0298055,0.0306702,0.0305074,0.0311381,0.0312398,0.0294902,0.0283305,0.0269063,0.0253601,0.023702,0.0229187,0.0218506,0.0206502,0.0203145,0.019104,0.0179545,0.0166931,0.01651,0.0153097,0.0139465,0.0139669,0.0138143,0.0120748,0.0124613,0.0120544,0.0120443,0.0120138,0.0122681,0.0116272,0.0108846,0.0102641,0.00941976,0.00941976,0.0081075,0.00460815,0.00267537,0.0014445,0.000600179,0.000366211,0.000111898,0.00477092,0.00512695,0.006663,0.00828044,0.00982666,0.0144145,0.013682,0.0144552,0.015096,0.0155843,0.0176086,0.0192464,0.0205282,0.0227254,0.0236816,0.0259501,0.0265706,0.0285746,0.0285339,0.0287781,0.0283305,0.0283203,0.0271098,0.0279846,0.0259705,0.0256755,0.0253092,0.0243835,0.0236816,0.0230611,0.0230001,0.0218913,0.0213827,0.0209757,0.0210876,0.0197856,0.0193583,0.019399,0.0191243,0.0183004,0.0166219,0.0167338,0.0153809,0.0150248,0.0145874,0.0131226,0.013092,0.0117086,0.0107218,0.00994873,0.00989787,0.00750732,0.00637817,0.00590007,0.00446574,0.00432332,0.00504557,0.00314331,0.00109863,0.000406901,0.000335693,0.000172933,6.10352e-05,9.15527e-05
class5,../Datasets/wang/Images/train/class5/513.jpg,0.0152283,0.00536092,0.0058492,0.00572713,0.00615438,0.0072937,0.00756836,0.00907389,0.0112101,0.0140889,0.0160828,0.0189819,0.0226949,0.0235392,0.0246379,0.0263062,0.0276489,0.0285746,0.029836,0.0310567,0.0320536,0.0313212,0.0313517,0.0317179,0.0320841,0.0328776,0.0322367,0.0322571,0.0299479,0.0291138,0.026357,0.0242004,0.021403,0.0175985,0.0170085,0.0144348,0.0125732,0.0101217,0.00902303,0.00808716,0.00645955,0.00670369,0.00671387,0.00776164,0.00829061,0.0107931,0.013621,0.0164083,0.0172323,0.0137126,0.00974528,0.00634766,0.005778,0.00531006,0.0090332,0.0136515,0.023468,0.00594076,0.000325521,2.03451e-05,0,0,0,0,0.0030009,0.00439453,0.00426229,0.00396729,0.00366211,0.00332642,0.00343831,0.00303141,0.00363159,0.00375366,0.00376383,0.00383504,0.00470988,0.00522868,0.00605265,0.00676473,0.00853475,0.00964355,0.0115763,0.0134277,0.01533,0.0162354,0.0184733,0.0196533,0.0213827,0.0227153,0.0248413,0.0248515,0.0261536,0.0259399,0.0270284,0.0282084,0.0293884,0.0328471,0.0391947,0.0472514,0.0508321,0.0541077,0.0537618,0.0466512,0.0590108,0.0496521,0.0251567,0.0222066,0.0192566,0.0166016,0.0139262,0.0123189,0.0101318,0.009257,0.0071106,0.0053304,0.00461833,0.00308228,0.00246175,0.00192261,0.00134277,0.000986735,0.000427246,0.000233968,8.13802e-05,3.05176e-05,0,0,0.00414022,0.00402832,0.00502523,0.00557454,0.00702922,0.00597127,0.00564575,0.00551351,0.00558472,0.00605265,0.00662231,0.00767008,0.00857544,0.00994873,0.011322,0.0120443,0.0136922,0.0136515,0.0141805,0.0143127,0.014974,0.0154114,0.0139669,0.0146077,0.0171814,0.0195211,0.0237223,0.0297343,0.0346883,0.0367432,0.0365804,0.0381673,0.0328369,0.0424906,0.0559591,0.039266,0.0309347,0.0294698,0.0289815,0.0277913,0.0270793,0.0259298,0.0263468,0.0223999,0.020752,0.0191549,0.0179545,0.0160726,0.0137431,0.0114746,0.0102844,0.00869751,0.00754801,0.00638835,0.00516764,0.00395711,0.00276693,0.00167847,0.00136312,0.000783285,0.000427246,0.000284831,8.13802e-05,5.08626e-05
class5,../Datasets/wang/Images/train/class5/514.jpg,0.0099589,0.00375366,0.00254313,0.00168864,0.00227865,0.00323486,0.00554403,0.0074056,0.00937907,0.0116272,0.0146586,0.0170085,0.019633,0.0213114,0.0235392,0.0274862,0.0312805,0.0370483,0.0426432,0.04776,0.0551453,0.0565389,0.0578613,0.0592041,0.056488,0.0533651,0.0493164,0.0430603,0.0397339,0.0347799,0.0307515,0.0240479,0.0192871,0.0137126,0.00954183,0.00726318,0.00554403,0.00425212,0.00373332,0.00304159,0.00243123,0.00230916,0.0021464,0.00223796,0.00218709,0.00209554,0.00192261,0.00149536,0.00213623,0.00191243,0.00217692,0.00194295,0.00165812,0.00165812,0.00152588,0.00108846,0.000895182,0.000793457,0.000498454,0.000386556,5.08626e-05,0,0,0,0.00439453,0.00322469,0.0021464,0.00184123,0.00131226,0.00151571,0.00180054,0.00184123,0.00177002,0.00209554,0.00299072,0.00394694,0.00430298,0.00494385,0.00527954,0.00580851,0.00672404,0.00866699,0.0103353,0.0119934,0.0134583,0.0152995,0.01887,0.0212097,0.0251973,0.0296326,0.0357768,0.0436198,0.0500895,0.0565592,0.0563354,0.055013,0.0519206,0.0477702,0.0467631,0.0440267,0.0426127,0.0400187,0.03361,0.0287882,0.0244649,0.0208944,0.0193176,0.015981,0.0137634,0.012797,0.0103251,0.00897217,0.00734456,0.00531006,0.00426229,0.00321452,0.00247192,0.00192261,0.00170898,0.00124105,0.00108846,0.000600179,0.000427246,0.000213623,0.000101725,6.10352e-05,1.01725e-05,0,0.00461833,0.00562541,0.00548299,0.00564575,0.00587972,0.00665283,0.00700887,0.00918579,0.00866699,0.00997925,0.0112508,0.0119324,0.0126038,0.015096,0.0175069,0.0182495,0.0206299,0.0215556,0.0229187,0.0213928,0.0197957,0.0189412,0.019043,0.0193685,0.0214233,0.0227254,0.0260213,0.0279032,0.0290426,0.0292155,0.0289612,0.028361,0.027476,0.0275675,0.0274353,0.027537,0.0273539,0.0274048,0.0277913,0.0246582,0.0230509,0.0208333,0.0198975,0.019633,0.0187785,0.0173543,0.0165812,0.0165405,0.0146179,0.0139872,0.0131938,0.0114441,0.0103048,0.00867717,0.00641886,0.00519816,0.00385539,0.00319417,0.00265503,0.00154622,0.00120036,0.000722249,0.000244141,0.00016276
